NU     ENNADAI LAKE              2301102   1949      10      2010      12      61.1    -100.9     353        Y     
NU     EUREKA                    2401200   1947       5      2010      12      80.0     -85.9     10         N     
NU     HALL BEACH                2402352   1957       1      2010      12      68.8     -81.3      8         Y     
NU     IQALUIT                   2402591   1946       1      2010      12      63.8     -68.6     34         Y     
NU     KUGLUKTUK                 2300902   1930      10      2010      12      67.8    -115.1     23         Y     
NU     LONGSTAFF BLUFF           2402684   1958       7      2009       7      68.9     -75.1     161        N     
NU     LUPIN                     230N002   1959       1      2010      12      65.8    -111.2     490        Y     
NU     PELLY BAY                 2303092   1957       8      2010      12      68.5     -89.8     16         Y     
NU     POND INLET                2403202   1922      10      2010      12      72.7     -78.0     55         Y     
NU     RESOLUTE                  2403500   1947      10      2010      12      74.7     -95.0     67         N     
NU     SHEPHERD BAY              2303685   1957       4      2010      12      68.8     -93.4     43         N     
AB     ATHABASCA                 3060L20   1918       6      2010      12      54.8    -113.5     626        Y     
AB     BANFF                     3050519   1887      11      2010      12      51.2    -115.6    1397        Y     
AB     BEAVERLODGE               3070600   1913       4      2010      12      55.2    -119.4     745        Y     
AB     CALGARY                   3031093   1885       1      2010      12      51.1    -114.0    1084        N     
AB     CALMAR                    3011120   1915      11      2009      11      53.3    -113.9     720        N     
AB     CAMPSIE                   3061200   1912       9      2010      12      54.1    -114.7     671        N     
AB     CAMROSE                   3011240   1946       3      2010      12      53.0    -112.8     739        N     
AB     CARWAY                    3031400   1914       8      2009       9      49.0    -113.4    1354        N     
AB     COLD LAKE                 3081680   1925       7      2010      12      54.4    -110.3     541        Y     
AB     CORONATION                3011887   1924       4      2010      12      52.1    -111.5     791        Y     
AB     EDMONTON                  3012205   1880       7      2010      12      53.6    -113.5     723        Y     
AB     EDSON                     3062246   1914       2      2010      12      53.6    -116.5     927        Y     
AB     ENTRANCE                  306A009   1917       6      2010      12      53.4    -117.7     991        Y     
AB     FAIRVIEW                  3072525   1931      10      2010      12      56.1    -118.4     655        Y     
AB     FORT CHIPEWYAN            3072662   1883      10      2010      12      58.8    -111.1     238        Y     
AB     FORT MCMURRAY             3062696   1916       1      2010      12      56.7    -111.2     369        Y     
AB     FORT VERMILION            3072723   1908       7      2010      12      58.4    -116.0     289        Y     
AB     GLEICHEN                  3032801   1903       7      2010      12      50.9    -113.1     905        Y     
AB     GRANDE PRAIRIE            3072920   1922       8      2010      12      55.2    -118.9     669        Y     
AB     HIGH PRAIRIE              3063165   1926       9      2010      12      55.4    -116.5     602        Y     
AB     HIGH RIVER                3033250   1902       8      2010       9      50.5    -114.2    1580        Y     
AB     JASPER                    3053536   1926       9      2010      12      52.9    -118.0    1020        Y     
AB     JENNER                    3023560   1915       8      2007      11      50.7    -111.2     755        N     
AB     KEG RIVER                 3073641   1935       7      2007      11      57.8    -117.6     405        Y     
AB     LACOMBE                   3023722   1907      12      2010      12      52.5    -113.8     860        Y     
AB     LETHBRIDGE                3033890   1902       1      2010      12      49.6    -112.8     929        Y     
AB     MANYBERRIES               3044923   1928       5      2010      12      49.1    -110.5     935        Y     
AB     MEDICINE HAT              3034485   1883       8      2010      12      50.0    -110.7     717        Y     
AB     OLDS                      3024925   1914       4      2010      12      51.8    -114.1    1046        Y     
AB     PEACE RIVER               3075040   1907       8      2010      12      56.2    -117.4     571        Y     
AB     PINCHER CREEK             3035206   1893       8      2010      12      49.5    -114.0    1190        Y     
AB     RANFURLY                  3015405   1905       1      2010      12      53.4    -111.7     673        Y     
AB     ROCKY MTN HOUSE           3015523   1915       8      2010      12      52.4    -114.9     988        Y     
AB     SION                      3015960   1908       1      2004      12      53.9    -114.1     701        N     
AB     SLAVE LAKE                3065999   1922       8      2007       8      55.3    -114.8     583        Y     
AB     STETTLER NORTH            3016124   1918       9      2010      12      52.3    -112.7     821        Y     
AB     VAUXHALL                  3036682   1913      10      2010      12      50.1    -112.1     779        Y     
AB     WHITECOURT                3067372   1942      12      2010      12      54.2    -115.8     782        Y     
SK     ANEROID                   4020160   1922       1      2005       4      49.7    -107.3     754        N     
SK     BUFFALO NARROWS           4060982   1962       1      2010      12      55.8    -108.4     440        Y     
SK     COLLINS BAY               4061632   1972       9      2010      12      58.2    -103.7     490        Y     
SK     COTE                      4011846   1907       8      2006       3      51.5    -101.8     450        Y     
SK     KEY LAKE                  4063755   1976      11      2010      12      57.4    -107.1     509        N     
SK     DAVIDSON                  4012130   1922       6      2007      11      51.3    -106.0     619        Y     
SK     ESTEVAN                   4012400   1900       6      2010      12      49.2    -103.0     581        Y     
SK     HUDSON BAY                4083324   1943       3      2010      12      52.8    -102.3     358        Y     
SK     INDIAN HEAD               4013480   1889       9      2010      12      50.6    -103.7     579        N     
SK     ISLAND FALLS              4063560   1929       9      2004       9      55.5    -102.4     299        N     
SK     KELLIHER                  4013660   1908       1      2010      12      51.3    -103.8     676        Y     
SK     KINDERSLEY                4043900   1912       8      2010      12      51.5    -109.2     694        Y     
SK     LA RONGE                  4064150   1923       9      2010      12      55.2    -105.3     379        Y     
SK     LEADER                    402DAF0   1924       1      2010      12      50.9    -109.5     676        Y     
SK     LOON LAKE                 4064600   1930       1      2005      10      54.1    -109.1     543        Y     
SK     LOST RIVER                4075518   1911       5      2005       9      53.3    -104.3     372        Y     
SK     MOOSE JAW                 4015322   1894       3      2010      12      50.3    -105.6     577        Y     
SK     MOOSOMIN                  4015360   1941       1      2000       9      50.1    -101.7     576        N     
SK     NORTHBATTLEFORD           4045605   1891       1      2010      12      52.8    -108.3     548        Y     
SK     OUTLOOK                   4055736   1915       2      2010      12      51.5    -107.1     541        Y     
SK     PASWEGIN                  4015960   1963       1      2003       9      52.0    -103.9     533        N     
SK     PELLY                     4086000   1951       7      2010      12      52.1    -101.9     509        N     
SK     PILGER                    4056120   1911      10      2010      12      52.4    -105.2     552        N     
SK     POPLAR RIVER              4038740   1956      10      2002       6      49.0    -106.4     876        N     
SK     PRINCE ALBERT             4056240   1884       9      2010      12      53.2    -105.7     428        Y     
SK     REGINA                    4016560   1898       1      2010      12      50.4    -104.7     577        N     
SK     SASKATOON                 4057120   1900       1      2010      12      52.2    -106.7     504        N     
SK     SCOTT                     4047241   1911       5      2007      11      52.4    -108.8     660        Y     
SK     SWIFT CURRENT             4028040   1885      12      2010      12      50.3    -107.7     817        Y     
SK     URANIUM CITY              406QLD0   1953       1      2010      12      59.6    -108.5     318        Y     
SK     VAL MARIE                 4038400   1937       4      2010       5      49.4    -107.9     808        N     
SK     WASECA                    4048520   1907       7      2010      12      53.1    -109.4     638        N     
SK     WASKESIU LAKE             4068559   1966       1      2010      12      53.9    -106.1     569        Y     
SK     WHITESAND DAM             4068840   1938       1      2004       9      56.2    -103.2     344        Y     
SK     YELLOW GRASS              4019040   1911       8      2010      12      49.8    -104.2     580        N     
SK     YORKTON                   4019082   1941       5      2010      12      51.3    -102.5     498        Y     
MB     ARBORG                    5030080   1960      11      2010      12      50.9     -97.1     224        N     
MB     BERENS RIVER              5030203   1905       1      2010      11      52.4     -97.0     222        Y     
MB     BIRTLE                    5010240   1904       6      2000       6      50.4    -101.1     522        N     
MB     BRANDON                   5010485   1890       1      2010       3      49.9    -100.0     363        N     
MB     BROCHET                   5060520   1948       8      2009       9      57.9    -101.7     346        N     
MB     CHURCHILL                 5060601   1932       1      2010      11      58.7     -94.1     29         Y     
MB     CYPRESS RIVER             5010640   1949       1      2010      12      49.6     -99.1     374        N     
MB     DAUPHIN                   5040680   1903       1      2010       7      51.1    -100.1     305        Y     
MB     FLIN FLON                 5050920   1927       2      2010      12      54.8    -101.9     320        N     
MB     GILLAM                    5061001   1943       3      2010      12      56.4     -94.7     145        Y     
MB     GIMLI                     5031042   1944       3      2010      12      50.6     -97.1     230        Y     
MB     GRAND RAPIDS              5031111   1960       7      2010      12      53.2     -99.3     223        Y     
MB     GREAT FALLS               5031201   1922       9      2010      12      50.5     -96.0     253        Y     
MB     INDIAN BAY                5031320   1915       4      2010      12      49.6     -95.2     327        N     
MB     LYNN LAKE                 5061648   1952       4      2010      12      56.9    -101.1     357        Y     
MB     MINNEDOSA                 5042004   1880      12      2008      11      50.3     -99.8     412        Y     
MB     MORDEN EXP FARM           5021849   1904       3      2010      12      49.2     -98.1     298        Y     
MB     NORWAY HOUSE              506B047   1897      10      2005       9      54.0     -97.9     224        Y     
MB     PIERSON                   5012080   1933       1      2007       3      49.2    -101.3     469        N     
MB     PINAWA                    5032162   1915       6      2010      12      50.2     -96.1     267        Y     
MB     SPRAGUE                   5022759   1915       9      2010      12      49.0     -95.6     329        Y     
MB     THE PAS                   5052880   1910       6      2010      12      54.0    -101.1     270        Y     
MB     THOMPSON                  5062922   1967       4      2010      12      55.8     -97.9     222        N     
MB     WINNIPEG                  5023226   1872       3      2010      12      49.9     -97.2     239        Y     
ON     ATIKOKAN                  602QLPQ   1917       1      2004      11      48.8     -91.6     442        Y     
ON     BEATRICE                  6110607   1877       7      2010      12      45.1     -79.4     297        Y     
ON     BELLEVILLE                6150689   1921       1      2009       5      44.2     -77.4     76         N     
ON     BIG TROUT LAKE            6010739   1939       2      2010      12      53.8     -89.9     224        Y     
ON     BROCKVILLE                6100971   1915       1      2010      12      44.6     -75.7     96         Y     
ON     CAMERON FALLS             6041110   1924       6      2010      12      49.2     -88.4     233        Y     
ON     CHAPLEAU                  6061361   1913       7      2010      12      47.8     -83.4     447        Y     
ON     CORNWALL                  6101874   1950      11      2010      12      45.0     -74.8     64         N     
ON     DRYDEN                    6032120   1914       1      2010       9      49.8     -92.8     413        Y     
ON     EARLTON                   6072225   1938       9      2005       1      47.7     -79.9     243        N     
ON     FORT FRANCES              6022476   1917       1      2010      12      48.7     -93.4     342        Y     
ON     GERALDTON                 6042716   1967      11      2010      12      49.8     -86.9     349        Y     
ON     GORE BAY                  6092930   1916       1      2010      12      45.9     -82.6     194        Y     
ON     HALIBURTON                6163171   1888       6      2010      12      45.0     -78.5     330        Y     
ON     HARROW                    6130257   1917       4      2010      12      42.0     -82.9     182        Y     
ON     HORNEPAYNE                6053575   1917       6      1995       7      49.2     -84.8     335        Y     
ON     IROQUOIS FALLS            6073810   1913       3      1998      12      48.8     -80.7     259        N     
ON     KAPUSKASING               6073975   1918       1      2010      12      49.4     -82.5     227        Y     
ON     KENORA                    6034075   1899       9      2010      12      49.8     -94.4     406        Y     
ON     KINGSTON                  6104142   1872       7      2010      12      44.2     -76.6     93         Y     
ON     LANSDOWNE HOUSE           6014353   1941       3      2010      12      52.2     -87.9     255        Y     
ON     LONDON                    6144478   1883       3      2010      12      43.0     -81.2     278        Y     
ON     MADAWASKA                 6080192   1915       8      2010      12      45.5     -78.0     316        Y     
ON     MINE CENTRE               6025205   1915       2      2010      12      48.8     -92.6     361        Y     
ON     MOOSONEE                  6075425   1892      10      2010      12      51.3     -80.7     10         Y     
ON     MORRISBURG                6105460   1913       6      2008      12      44.9     -75.2     82         N     
ON     NORTH BAY                 6085700   1925       1      2010      12      46.4     -79.4     370        Y     
ON     ORANGEVILLE               6155790   1887       1      2010      12      43.9     -80.1     412        Y     
ON     OTTAWA                    6105976   1889      11      2010      12      45.4     -75.7     79         N     
ON     OWEN SOUND                6116132   1878       7      2007      12      44.6     -80.9     179        Y     
ON     PETERBOROUGH              6166418   1866       4      2007       5      44.2     -78.4     191        Y     
ON     PICKLE LAKE               6016527   1934       1      2010      12      51.5     -90.2     386        Y     
ON     RED LAKE                  6016975   1965       1      2010      12      51.1     -93.8     386        N     
ON     RIDGETOWN                 6137154   1923       1      2010      12      42.5     -81.9     206        Y     
ON     SAULT STE MARIE           6057592   1945       6      2010      12      46.5     -84.5     192        Y     
ON     SIOUX LOOKOUT             6037775   1914       1      2010      12      50.1     -91.9     383        Y     
ON     SMOKY FALLS               6077845   1933      10      1997       4      50.1     -82.2     183        N     
ON     SUDBURY                   6068150   1947       1      2010      12      46.6     -80.8     348        Y     
ON     THUNDER BAY               6048264   1877       7      2010      12      48.4     -89.3     199        Y     
ON     TIMMINS                   6078285   1955       4      2010      12      48.6     -81.4     295        N     
ON     TORONTO                   6158355   1840       3      2010      12      43.7     -79.4     113        Y     
ON     VINELAND                  6139145   1924      10      2010       5      43.2     -79.4     79         Y     
ON     WAWA                      6059D09   1940       3      2010      12      48.0     -84.8     287        Y     
ON     WELLAND                   6139445   1872      10      2010      12      43.0     -79.3     175        N     
ON     WINDSOR                   6139525   1940       8      2010      12      42.3     -83.0     190        N     
ON     WOODSTOCK                 6149625   1871      11      2010      12      43.1     -80.8     282        N     
QC     AMOS                      709CEE9   1913       6      2010      11      48.6     -78.1     305        Y     
QC     BAGOTVILLE                7060400   1880      10      2010      12      48.3     -71.0     159        Y     
QC     BAIE COMEAU               704S001   1965       1      2010      12      49.1     -68.2     130        Y     
QC     BEAUCEVILLE               7027283   1913       8      2010      11      46.2     -70.7     168        Y     
QC     BELLETERRE                7080600   1951       9      2004       4      47.4     -78.7     322        N     
QC     BROME                     7020840   1890       9      2010      11      45.2     -72.6     206        N     
QC     CAUSAPSCAL                7051200   1913      11      2010      11      48.4     -67.2     168        N     
QC     CHELSEA                   7031360   1927       9      2010      11      45.5     -75.8     113        N     
QC     CHIBOUGAMAU               7091399   1914       7      2008       7      49.8     -74.9     387        Y     
QC     DONNACONA                 7011982   1918       7      2010      11      46.7     -71.7     15         Y     
QC     DRUMMONDVILLE             7022160   1913      11      2010      11      45.9     -72.5     82         N     
QC     GASPE                     7052605   1916       1      2010      12      48.8     -64.5     33         Y     
QC     ILES MADELEINE            705C2G9   1933       1      2010      12      47.4     -61.8     11         Y     
QC     INUKJUAK                  710S005   1921      11      2010      12      58.5     -78.1     25         Y     
QC     JOLIETTE                  7013362   1914       1      2010      11      46.0     -73.4     56         Y     
QC     KUUJJUAQ                  7113534   1947       3      2010      12      58.1     -68.4     39         N     
QC     KUUJJUARAPIK              7103536   1925      10      2010      12      55.3     -77.8     10         N     
QC     LA POCATIERE              7054096   1913      10      2010      12      47.4     -70.0     31         Y     
QC     LA SARRE                  7094120   1951       9      2004       4      48.8     -79.2     244        N     
QC     LA TUQUE                  707DBD4   1911       9      2010      12      47.4     -72.8     169        Y     
QC     LABRIEVILLE               7043540   1955       1      1994      12      49.3     -69.6     152        N     
QC     LEBEL QUEVILLON           7094275   1967       1      2004       4      49.1     -77.0     305        N     
QC     LENNOXVILLE               7024280   1915       1      2010      12      45.4     -71.8     181        N     
QC     LES CEDRES                7014290   1913       2      2010      11      45.3     -74.1     47         N     
QC     MANIWAKI                  7034482   1914       6      2010      12      46.3     -76.0     200        Y     
QC     MONT JOLI                 7055120   1875       1      2010      12      48.6     -68.2     52         Y     
QC     MONT LAURIER              7035160   1920       7      2010      11      46.6     -75.6     244        Y     
QC     MONTREAL TAVISH           7024740   1871       7      2010      12      45.5     -73.8     73         Y     
QC     NATASHQUAN                7045401   1914      10      2010      12      50.2     -61.8     11         Y     
QC     NICOLET                   7025440   1913      11      2010      11      46.2     -72.6     30         N     
QC     NORMANDIN                 7065639   1936       7      2010      12      48.9     -72.5     137        Y     
QC     PARENT                    7075800   1943       7      2010      12      47.9     -74.6     445        Y     
QC     QUAQTAQ                   7116270   1943       1      1988       5      61.1     -69.6     30         Y     
QC     QUEBEC                    701S001   1875       8      2010      12      46.8     -71.4     74         Y     
QC     ROBERVAL                  7066685   1914       1      2010      12      48.5     -72.3     179        Y     
QC     SCHEFFERVILLE             7117825   1948       8      2010       1      54.8     -66.8     522        N     
QC     SEPT-ILES                 7047914   1944       9      2010      12      50.2     -66.3     53         Y     
QC     SHEENBOROUGH              7038080   1915       7      2010      11      46.0     -77.3     137        Y     
QC     ST JEROME                 7037400   1932       5      2010      11      45.8     -74.1     170        N     
QC     STE ROSE DEGELIS          7057720   1932      11      2004       4      47.6     -68.6     151        N     
QC     TADOUSSAC                 7048320   1913      11      2004       4      48.2     -69.7     70         N     
QC     TEMISCAMINGUE             7080468   1910       4      2010      12      46.7     -79.1     181        N     
QC     TETE BALEINE              7041382   1911       8      2010      12      50.7     -59.3      9         Y     
QC     THETFORD MINES            7028441   1922       2      2010      11      46.1     -71.4     381        Y     
QC     VAL D'OR                  7098600   1951       7      2008       7      48.1     -77.8     337        N     
QC     VILLE MARIE               7088760   1913      12      2004       4      47.4     -79.4     213        N     
NB     AROOSTOOK                 8100300   1913       5      2010      12      46.8     -67.7     91         Y     
NB     BATHURST                  8100503   1922       1      2010      12      47.6     -65.8     59         Y     
NB     CHATHAM MIRA.             8100989   1873       1      2010      12      47.0     -65.5     33         Y     
NB     DOAKTOWN                  8101200   1952       8      2009       5      46.6     -66.2     38         N     
NB     EDMUNDSTON                810AL00   1918       1      2006       6      47.3     -68.2     163        Y     
NB     FREDERICTON               8101500   1871      12      2010      12      45.9     -66.5     21         Y     
NB     MONCTON                   8103200   1898       1      2010      12      46.1     -64.7     71         Y     
NB     REXTON                    8104400   1924       9      2009       9      46.7     -64.9      5         N     
NB     SAINT JOHN                8104900   1871       1      2010      12      45.3     -65.9     109        Y     
NB     SUSSEX                    8105200   1897      10      2009       5      45.7     -65.5     21         N     
NB     WOODSTOCK                 8105600   1914       1      2010      12      46.2     -67.6     153        N     
NS     ANNAPOLIS ROYAL           8200100   1914       4      2006       2      44.8     -65.5      8         N     
NS     COLLEGEVILLE              8201000   1916       6      2009       9      45.5     -62.0     76         N     
NS     DEMING                    8201410   1913      12      2009       9      45.2     -61.2     16         Y     
NS     GREENWOOD                 8202000   1942      11      2010      12      45.0     -64.9     28         N     
NS     HALIFAX                   8202250   1871       4      2010      12      44.7     -63.6     145        Y     
NS     KENTVILLE                 8202810   1913       4      2010      12      45.1     -64.5     49         Y     
NS     LIVERPOOL                 8203100   1940       1      2010      12      44.1     -64.9     50         N     
NS     NAPPAN                    8203702   1913       1      2010      12      45.8     -64.3     20         Y     
NS     PARRSBORO                 8204402   1897       2      2010      12      45.4     -64.3     24         Y     
NS     SABLE ISLAND              8204700   1897      10      2010       7      43.9     -60.0      5         N     
NS     SYDNEY                    8205700   1870       1      2010      12      46.2     -60.1     62         Y     
NS     UPPER STEWIACKE           8204193   1915      11      2010      12      45.2     -63.0     24         Y     
NS     YARMOUTH                  8206500   1879       1      2010      12      43.8     -66.1     43         Y     
PE     CHARLOTTETOWN             8300300   1872      11      2010      12      46.3     -63.1     49         Y     
PE     MONTICELLO                8300447   1960      12      2003      12      46.5     -62.5     32         N     
PE     SUMMERSIDE                8300700   1929       6      2002       6      46.4     -63.8     20         Y     
NL     BATTLE HARBOUR            8502591   1884       4      2001       9      52.3     -55.6     12         Y     
NL     BAY D'ESPOIR              8400413   1967      11      2010      12      48.0     -55.8     23         N     
NL     CARTWRIGHT                8501100   1934      11      2010      12      53.7     -57.0     14         N     
NL     CHURCHILL FALLS           850A131   1968      11      1998       4      53.6     -64.1     489        Y     
NL     CORNER BROOK              8401300   1933       4      2010      12      49.0     -58.0      5         N     
NL     DANIELS HARBOUR           8401400   1946      11      2010      12      50.2     -57.6     19         N     
NL     DEER LAKE                 8401501   1933       3      2010      12      49.2     -57.4     22         Y     
NL     EXPLOITS DAM              8401550   1956       6      2009       2      48.8     -56.6     154        N     
NL     GANDER                    8401700   1937       1      2010      12      49.0     -54.6     151        N     
NL     GOOSE                     8501900   1941      12      2010      12      53.3     -60.4     49         N     
NL     GRAND FALLS               8402050   1934       1      2009       1      48.9     -55.7     60         N     
NL     HOPEDALE                  8502400   1942       1      2010      12      55.5     -60.2     12         N     
NL     NAIN                      8502800   1970       1      2010      12      56.6     -61.7      7         N     
NL     PLUM POINT                8402958   1972       7      2010      12      51.1     -56.9      6         N     
NL     PORT AUX BASQUES          8402975   1909       2      2010      12      47.6     -59.0     40         N     
NL     ST ANTHONY                840C401   1946       6      2009       3      51.4     -55.6     33         Y     
NL     ST JOHN'S                 8403506   1874       1      2010      12      47.6     -52.8     141        Y     
NL     STEPHENVILLE              8403800   1895       6      2010      12      48.5     -58.6     26         Y     
NL     WABUSH LAKE               8504175   1960      11      2010      12      52.9     -66.9     551        N     
